brand,product_name,shade_name,finish,color_family,source,lipstick_id,image_path,image_source_url,image_source_page,image_source_name,final_cluster,L_star,a_star,b_star,chroma,pixel_pct
Surratt,Lipslique,Rubis,glossy,red,Beauty Unhyped red lipstick comparison,L0001,lipstick_images/swatches/L0001.jpg,https://frendsbeauty.com/cdn/shop/files/Surratt-Lipslique-Rubis-Blue-Red_700x700.jpg?v=1716937109,https://frendsbeauty.com/products/surratt-lipslique?srsltid=AfmBOooH5tMc3d4XUNvAubZOPYewSO1dC2TSoMT8ueCmzmlNTxPE65EV,Frends Beauty,2,43.62509815797931,63.23708077824537,35.23473389356852,72.39070974859216,13.478775510204082
NARS,Velvet Matte Lipstick,Dragon Girl,soft matte,red,Beauty Unhyped red lipstick comparison,L0002,lipstick_images/swatches/L0002.jpg,https://i.ebayimg.com/images/g/Ta8AAOSwf4RjKjSB/s-l1200.jpg,https://www.ebay.com/itm/115534198127,eBay,2,53.083518131914126,68.32436248180738,27.969680236935403,73.82764740327178,24.987774754554685
Bite Beauty,,Hot Tomato,soft matte,red,Beauty Unhyped red lipstick comparison,L0003,lipstick_images/swatches/L0003.jpg,https://www.temptalia.com/wp-content/uploads/2021/07/bite-beauty_hot-tomato_004_swatch.jpg,https://www.temptalia.com/product/bite-beauty-power-move-hydrating-soft-matte-lipstick/hot-tomato/,Temptalia,1,51.49088879908999,68.15302435543126,25.119836738333905,72.63498417809805,9.428842105263158
Chanel,Rouge Allure Ink Matte Liquid Lip,Luxuriant,soft matte,red,Beauty Unhyped red lipstick comparison,L0004,lipstick_images/swatches/L0004.jpg,https://www.temptalia.com/wp-content/uploads/2016/09/chanel_150luxuriant003.jpg,https://www.temptalia.com/product/chanel-rouge-allure-ink-matte-liquid-lip-colour/luxuriant-150/,Temptalia,1,43.21140757331178,64.63514925711951,34.91601920426143,73.46312623733398,13.904842105263157
Smashbox,Legendary Prime Plush Lipstick,Be Seen,cream,red,Beauty Unhyped red lipstick comparison,L0005,lipstick_images/swatches/L0005.jpg,https://media.ulta.com/i/ulta/2606441_alt02?w=800&h=800&fmt=auto,https://www.ulta.com/p/be-seen-be-legendary-prime-plush-lipstick-pimprod2038070?sku=2606441,Ulta Beauty,3,35.20942886146434,54.90764032698138,30.47573841961946,62.798245186455816,14.31234375
Fenty Beauty,Icon Lipstick,Kissin’ Kutie,cream semi-matte,red,Beauty Unhyped red lipstick comparison,L0006,lipstick_images/swatches/L0006.jpg,https://www.temptalia.com/wp-content/uploads/2023/02/fenty-beauty_kissin-kutie_003_swatch.jpg,https://www.temptalia.com/product/fenty-beauty-icon-lipstick/kissin-kutie/,Temptalia,1,50.57101543529321,70.10913546474973,37.70901008719261,79.60691124123974,14.762315789473684
Fenty Beauty,Icon Lipstick,Freak-went Flyer,semi-matte,red,Beauty Unhyped red lipstick comparison,L0007,lipstick_images/swatches/L0007.jpg,https://www.temptalia.com/wp-content/uploads/2023/02/fenty-beauty_freakwent-flyr_003_swatch-350x350.jpg,https://www.temptalia.com/makeup-dupe-list/fenty-beauty-icon-lipstick/freak-went-flyr/,Temptalia,2,48.424026984466295,68.26873118960626,31.041462062411284,74.99461330796258,20.600816326530612
Peripera,Ink The Velvet Lip Tint,32 Fuchsia Red,soft matte,red,Beauty Unhyped red lipstick comparison,L0008,lipstick_images/swatches/L0008.jpg,https://www.storeonwafi.com/cdn/shop/files/FC235F67-074D-4029-8AD9-A4FDD6C1643E.jpg?v=1720085052&width=1024,https://www.storeonwafi.com/products/peripera-ink-the-velvet-lip-tint-high-pigment-color-longwear-weightless-not-animal-tested-gluten-free-paraben-free-032-fuchsia-red?srsltid=AfmBOorcXPYBkhMjDIcn8N34zQmqFs_IAawRFsRnPelYX8BZ9J4_dDkZ,Storeonwafi,0,35.46418174474115,54.190297278481125,27.442836753874275,60.74288113211252,48.07442980810463
Shiseido,Modern Matte Lipstick,516 Exotic Red,matte,red,Beauty Unhyped red lipstick comparison,L0009,lipstick_images/swatches/L0009.jpg,https://lyko.com/globalassets/product-images/shiseido-modernmatte-powder-lipstick-516-exotic-red-1624-408-0016_1.jpg?ref=59D61CD18A&w=960&h=960&mode=max&quality=75&format=jpg,https://lyko.com/en/shiseido/shiseido-modernmatte-powder-lipstick16,Lyko,2,42.02814447599382,52.726103099902275,31.042720835852975,61.185721087474526,9.846513605442176
Gucci,Transfer-Proof Matte Liquid Lipstick,Nellie Cherry,matte,red,Beauty Unhyped red lipstick comparison,L0010,lipstick_images/swatches/L0010.jpg,https://media.johnlewiscontent.com/i/JohnLewis/241152459alt1?fmt=auto&$background-off-white$&$rsp-pdp-port-640$,https://www.johnlewis.com/gucci-rouge-a-levres-liquide-matte-lipstick/521-nellie-cherry/p6262686,John Lewis,1,33.0077018927515,25.123904708026657,19.27469985542595,31.665827674241537,14.54938452520516
Peripera,Ink The Velvet Lip Tint,34 Smoky Red,matte,red,Beauty Unhyped red lipstick comparison,L0011,lipstick_images/swatches/L0011.jpg,https://moidaus.com/cdn/shop/files/34.jpg?v=1750906943&width=1946,https://moidaus.com/products/peripera-ink-the-velvet?srsltid=AfmBOop0cwezGrbp3YOO8ha2piPkIpoyLkbSN4FitseZEdGdgYl0wTTA,MOIDA,0,33.207691640960896,40.74131104267164,15.969790291833249,43.75944043793121,19.0284
YSL,Rouge Pur Couture,126 Lale’s Red,cream,red,Beauty Unhyped red lipstick comparison,L0012,lipstick_images/swatches/L0012.jpg,https://www.temptalia.com/wp-content/uploads/2019/10/ysl_lales-red-126_003_swatch.jpg,https://www.temptalia.com/product/yves-saint-laurent-rouge-pur-couture-spf15-lipstick/lales-red-126/,Temptalia,3,36.75603033510095,57.354970767256816,40.268473054246016,70.07954476046075,17.499368421052633
YSL,Rouge Volupte Shine,85 Burgundy Love,glossy,red,Beauty Unhyped red lipstick comparison,L0013,lipstick_images/swatches/L0013.jpg,https://www.temptalia.com/wp-content/uploads/2019/01/ysl_burgundy-love-85_003_swatch.jpg,https://www.temptalia.com/product/yves-saint-laurent-rouge-volupte-shine/burgundy-love-85/,Temptalia,3,52.10976784234701,58.77064743976206,24.01683441267022,63.4885606680009,12.946105263157897
Armani,Lip Power,404,creamy,red,Beauty Unhyped red lipstick comparison,L0014,lipstick_images/swatches/L0014.jpg,https://www.temptalia.com/wp-content/uploads/2021/07/giorgio-armani_tempting-404_003_swatch.jpg,https://www.temptalia.com/product/giorgio-armani-lip-power-satin-lipstick/tempting-404/,Temptalia,1,38.545730204348445,54.596087842176416,35.62562435471864,65.19139451134762,15.05663157894737
YSL,Matte Tatouage,9 Black Code Red,matte,red,Beauty Unhyped red lipstick comparison,L0015,lipstick_images/swatches/L0015.jpg,https://www.temptalia.com/wp-content/uploads/2017/10/ysl_black-red-code-8_003_swatch.jpg,https://www.temptalia.com/product/ysl-tatouage-couture-liquid-matte-lip-stain/black-red-code-8/,Temptalia,4,36.94038097420896,55.85882331518869,33.17850574503612,64.96938806569493,11.609263157894736
Givenchy,Le Rouge Sheer Velvet Lipstick,37 Rouge Graine,powder matte,red,Beauty Unhyped red lipstick comparison,L0016,lipstick_images/swatches/L0016.jpg,https://u-mercari-images.mercdn.net/photos/m58293538938_9.jpg?width=2560&quality=75&_=1767661984,https://www.mercari.com/us/item/m58293538938/,Mercari,2,39.06086477313325,37.38429582281549,24.27579281749405,44.574653011388385,26.79090881347656
Urban Decay,Vice Lipstick,The 405,glossy,red,Beauty Unhyped red lipstick comparison,L0017,lipstick_images/swatches/L0017.jpg,https://www.temptalia.com/wp-content/uploads/2021/07/urban-decay_the-405_004_swatch.jpg,https://www.temptalia.com/product/urban-decay-vice-hydrating-lipstick/the-405/,Temptalia,2,50.47399113034767,62.98201639681366,31.54069818694973,70.4382710714052,14.329263157894736
Armani,Lip Power,400,creamy,red,Beauty Unhyped red lipstick comparison,L0018,lipstick_images/swatches/L0018.jpg,https://www.temptalia.com/wp-content/uploads/2021/08/giorgio-armani_four-hundred-400_003_swatch.jpg,https://www.temptalia.com/product/giorgio-armani-lip-power-satin-lipstick/four-hundred-400/,Temptalia,1,45.25862332187876,65.14421072806135,33.77277736517871,73.37825755862558,17.527368421052632
La Perla,Lipstick,106 Venetian Red,satin,red,Beauty Unhyped red lipstick comparison,L0019,lipstick_images/swatches/L0019.jpg,https://i.ebayimg.com/00/s/MTMwMlgxMzAy/z/erAAAOSwOt1jU~VU/$_57.JPG?set_id=880000500F,https://www.ebay.co.uk/itm/165737748936,eBay UK,4,51.34287497128247,67.11999475434533,36.32983621845637,76.32136460705618,4.050073029558685
Shiseido,Modern Matte Lipstick,515 Mellow Drama,matte,red,Beauty Unhyped red lipstick comparison,L0020,lipstick_images/swatches/L0020.jpg,https://www.distacart.com/cdn/shop/products/cOZW51MiKm.jpg?v=1683871169,https://www.distacart.com/en-my/products/shiseido-modernmatte-powder-lipstick-515-mellow-drama?srsltid=AfmBOoq9y5ApIm8XT7lB2297B_1P0qGgw4LYjDew6bQ2N5a18P5y2C0N,Dista,1,39.25268721644004,55.8551318120135,33.154860894008806,64.95414190518167,12.444747081712062
YSL,Rouge Pur Couture,122 Wolf’s Red,satin,red,Beauty Unhyped red lipstick comparison,L0021,lipstick_images/swatches/L0021.jpg,https://www.temptalia.com/wp-content/uploads/2019/10/ysl_wolfs-red-122_003_swatch.jpg,https://www.temptalia.com/product/yves-saint-laurent-rouge-pur-couture-spf15-lipstick/wolfs-red-122/,Temptalia,3,44.99125008167323,67.89218092001823,47.28587807935966,82.73634325864634,19.654315789473685
Fenty Beauty,Icon Lipstick,The MVP,semi-matte,red,Beauty Unhyped red lipstick comparison,L0022,lipstick_images/swatches/L0022.jpg,https://www.temptalia.com/wp-content/uploads/2023/02/fenty-beauty_the-mvp_004_swatch.jpg,https://www.temptalia.com/product/fenty-beauty-icon-velvet-liquid-lipstick/the-mvp/,Temptalia,2,52.73191901540309,63.55088877506262,36.46305465445056,73.26847766150071,11.082736842105264
MAC,Love Me Lipstick,E is for Effortless,creamy,red,Beauty Unhyped red lipstick comparison,L0023,lipstick_images/swatches/L0023.jpg,https://www.temptalia.com/wp-content/uploads/2019/07/mac_e-for-effortless_003_swatch.jpg,https://www.temptalia.com/product/mac-love-me-lipstick/e-for-effortless/,Temptalia,1,42.32446492312073,62.96568947049326,42.542797932282554,75.99057643156559,18.137263157894736
Peripera,Ink The Velvet Lip Tint,33 Pure Red,matte,red,Beauty Unhyped red lipstick comparison,L0024,lipstick_images/swatches/L0024.jpg,https://cdn.beautybooth.qa/uploads/all/C8A25uBQPpfRiBtRsEi0TOeOHQklK613sZgI08J0.png,https://beautyboothqa.com/product/ink-velvet-lip-tint-pure-red?srsltid=AfmBOooEZh0Asrd8Jyz__CLXY681CmcZh2gC_KEc6iEx9vMSuAmLhTtj,Beauty Booth Qatar,1,39.85432353995289,43.99238395969266,20.614287552463225,48.58269957250898,19.905416666666667
YSL,Slim Matte Lipstick,09 Red Enigma,soft matte,red,Beauty Unhyped red lipstick comparison,L0025,lipstick_images/swatches/L0025.jpg,https://www.chicprofile.com/wp-content/uploads/2018/09/YSL-Slim-Lipsticks.jpg,https://www.chicprofile.com/ysl-rouge-pur-couture-the-slim-matte-lipstick-swatches,Chic Profile,0,47.05058255186509,48.7271675565718,29.48479532163424,56.95340212177748,12.3596875
NARS,Velvet Matte Lipstick,Cruella,matte,red,Beauty Unhyped red lipstick comparison,L0026,lipstick_images/swatches/L0026.jpg,https://www.temptalia.com/wp-content/uploads/2017/02/nars_cruella_003_swatch.jpg,https://www.temptalia.com/product/nars-cosmetics-velvet-matte-lip-pencil/cruella/,Temptalia,4,39.8058013143235,59.467291955776886,33.59037182371037,68.29840328886702,13.229684210526315
Sisley,Phyto-Lip Twist Tinted Lip Balm,26 True Red,glossy,red,Beauty Unhyped red lipstick comparison,L0027,lipstick_images/swatches/L0027.jpg,https://dy6g3i6a1660s.cloudfront.net/-eET8GYcXT-1GdI2_E5R-QR-BH4/zb_p.jpg,https://www.beautylish.com/s/sisley-paris-phyto-lip-twist-26-true-red,Beautylish,2,41.61573497166307,63.85726808949596,23.671067375005123,68.10337817264127,11.472060491493384
Sisley,Phyto Rouge Shine,40 Cherry,glossy,red,Beauty Unhyped red lipstick comparison,L0028,lipstick_images/swatches/L0028.jpg,https://dy6g3i6a1660s.cloudfront.net/Oa0lwDpZjAEt4UD5e1breAR-BH4/zb_p.jpg,https://www.beautylish.com/s/sisley-paris-phyto-rouge-shine-40-sheer-cherry,Beautylish,3,45.29781503127487,50.29304940544054,21.87708343699458,54.84521490711205,3.0640453686200377
Rouje,Le Style,Louise,matte,red,Beauty Unhyped red lipstick comparison,L0029,lipstick_images/swatches/L0029.jpg,,,,2,39.1159853772019,56.23622881355948,38.37076271186436,68.07957742422626,27.06031307550645
Shiseido,Modern Matte Lipstick,514 Hyper Red,matte,red,Beauty Unhyped red lipstick comparison,L0030,lipstick_images/swatches/L0030.jpg,https://cdn.fynd.com/v2/falling-surf-7c8bb8/fyprod/wrkr/products/pictures/item/free/original/shiseido/7010877/1/Cn8cJ2HQVR-3_Swatch_199446_20Shiseido_20ModernMatte_20Powder_20Lipstick_20514_20Hyper_20Red_cf3e1e5fa097808e440f9b4f452677ae3a812adc_1535014482.png,https://sephora.in/product/shiseido-modernmatte-powder-lipstick-v-514-hyper-red?srsltid=AfmBOooEubL0PFgGAMYljZ4clgtlqduuf1SZkV2B_Vj4xusUate-JabD,Sephora India,0,42.7959548082707,58.46312938793807,37.63909679134818,69.53156912582416,32.3362
Armani,Lip Power,403,creamy,red,Beauty Unhyped red lipstick comparison,L0031,lipstick_images/swatches/L0031.jpg,https://www.temptalia.com/wp-content/uploads/2021/08/giorgio-armani_fighter-403_003_swatch.jpg,https://www.temptalia.com/product/giorgio-armani-lip-power-satin-lipstick/fighter-403/,Temptalia,1,57.96077126930309,59.50188239918651,20.757011747985615,63.0184698779067,13.921473684210524
Peripera,Ink The Velvet Lip Tint,03 Red Only,matte,red,Beauty Unhyped red lipstick comparison,L0032,lipstick_images/swatches/L0032.jpg,https://moidaus.com/cdn/shop/files/3_91870df1-370a-4b22-92d7-6a3a84709d4c.jpg?v=1750906943&width=1946,https://moidaus.com/products/peripera-ink-the-velvet?srsltid=AfmBOorLk1jhA9xols_nqP1wAjeHRy_9FIqLOkclKbigN9ppUlzLaFLF,MOIDA,0,39.37914186989766,49.868628039628675,23.76835785049667,55.24323395189773,13.3296
Tom Ford,,Scarlet Rouge,glossy,red,Beauty Unhyped red lipstick comparison,L0033,lipstick_images/swatches/L0033.jpg,https://www.temptalia.com/wp-content/uploads/2017/08/tom-ford-beauty_scarlet-rouge_003_swatch.jpg,https://www.temptalia.com/product/tom-ford-beauty-lip-color/scarlet-rouge/,Temptalia,1,48.18446803062281,65.71316862158614,47.76281507361762,81.23734999398741,12.649263157894737
Rare Beauty,Lip Souffle,Inspire,matte,red,Beauty Unhyped red lipstick comparison,L0034,lipstick_images/swatches/L0034.jpg,https://www.temptalia.com/wp-content/uploads/2020/09/rare-beauty_inspire_001_product.jpg,https://www.temptalia.com/product/rare-beauty-lip-souffle-matte-cream-lipstick/inspire/,Temptalia,1,55.479255904342104,64.69682253726387,36.21832328137915,74.14476237558999,8.064842105263157
Fenty Beauty,Icon Lipstick,Danger Danc’r,matte,red,Beauty Unhyped red lipstick comparison,L0035,lipstick_images/swatches/L0035.jpg,https://fentybeauty.co.uk/cdn/shop/files/FB23_SPRING_T2_SMEAR_ICON_RED-EXT_DANGER-DANCR_0044_1200x1500_1.png?format=webp&v=1700496186&width=800,https://fentybeauty.co.uk/products/fenty-icon-the-fill-semi-matte-refillable-lipstick-danger-dancr?srsltid=AfmBOornYDvZRFT3LAAw-p83mrmUTk3g0KcqCzke7c-BsqKF_MaZZli4,Fenty Beauty UK,3,48.61345475488451,65.60019963237428,41.77093401176111,77.77015571555879,10.267625
Em Cosmetics,Infinite Lip Cloud,Love,matte,red,Beauty Unhyped red lipstick comparison,L0036,lipstick_images/swatches/L0036.jpg,,,,1,32.443239086837195,47.986963434023096,39.12813990461089,61.91736422049208,20.362694300518136
Shiseido,Modern Matte Lipstick,510 Night Life,matte,red,Beauty Unhyped red lipstick comparison,L0037,lipstick_images/swatches/L0037.jpg,https://cdn.fynd.com/v2/falling-surf-7c8bb8/fyprod/wrkr/products/pictures/item/free/original/shiseido/7010873/1/5kDrGQQdoG-3_Swatch_199442_20Shiseido_20ModernMatte_20Powder_20Lipstick_20510_20Night_20Life_4be3516378668a75abec2d073809ca7e3d4986c3_1535014460.png,https://sephora.in/product/shiseido-modernmatte-powder-lipstick-v-510-night-life?srsltid=AfmBOoqwoGY9ATOPWtBffD4FUEI_rTgbxipSq4AwY2yg3TxC7ze_m4WZ,Sephora India,1,47.51266337038989,66.82959826286125,48.59059189901129,82.62711918657027,33.2011
Kosas,Lipstick,Phoenix,semi-matte,red,Beauty Unhyped red lipstick comparison,L0038,lipstick_images/swatches/L0038.jpg,https://www.refinery29.com/images/11290768.jpeg?format=webp&width=NaN&height=NaN&quality=85,https://www.refinery29.com/en-us/shop/product/weightless-lipstick-buttery-lip-color-in-phoenix-11290727,Refinery29,2,37.087718728121985,56.12560136270713,43.2280344359304,70.84310897694635,9.449327256944445
Maybelline,Color Sensational Lipstick,Made for Me,matte,red,Beauty Unhyped red lipstick comparison,L0039,lipstick_images/swatches/L0039.jpg,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiURyPhDQyoyBHj-NoeCafRywrfqt2WjCdwrlwiPjN7B7vCGJCaxPnPSLY5ZqReaLYinFSY0AjXdx2wC2-bWmoGx2wZIOmjkxjy_3XMmgNGoACaE5bRHwLRVxCeAchwMqzCHvIZqAOZQZyP/s1600/maybelline-made-for-all-lipstick-370-spice-for-me-review-swatches.jpg,http://www.thehappysloths.com/2019/03/maybelline-made-for-all-lipstick-by-color-sensational-review-swatches.html,The Happy Sloths,4,49.03738103731892,44.65899318818549,28.37894336355231,52.913042806231694,9.099195075757576
Givenchy,Le Rouge Velvet,37 Rouge Graine,soft satin-matte,red,Beauty Unhyped red lipstick comparison,L0040,lipstick_images/swatches/L0040.jpg,https://u-mercari-images.mercdn.net/photos/m58293538938_9.jpg?width=2560&quality=75&_=1767661984,https://www.mercari.com/us/item/m58293538938/,Mercari,2,39.06086477313324,37.38429582281549,24.27579281749405,44.574653011388385,26.79090881347656
Gucci,Lipstick,Goldie Red,matte,red,Beauty Unhyped red lipstick comparison,L0041,lipstick_images/swatches/L0041.jpg,https://www.temptalia.com/wp-content/uploads/2021/07/gucci_goldie-red-25_003_Swatch.jpg,https://www.temptalia.com/gucci-goldie-red-louise-orange-brilliant-glow-care-lipsticks-review-swatches/,Temptalia,3,53.90858764493718,56.54525046219163,29.409939255217097,63.736252453588314,4.806736842105263
Shu Uemura,Lipstick,RD188 Red High Heels,creamy,red,Beauty Unhyped red lipstick comparison,L0042,lipstick_images/swatches/L0042.jpg,https://www.shuuemura-usa.com/images?url=https://static.thcdn.com/productimg/original/14759317-3635140074449853.jpg&format=webp&auto=avif&width=1000&height=1000&fit=cover&v=2,https://www.shuuemura-usa.com/p/rouge-unlimited-kinu-satin/14869424/,Shu Uemura,1,30.576582598916744,45.174069879225186,24.755327552898677,51.512356107097496,10.5134
Givenchy,Le Rouge Lipstick,Grenat Initie,creamy,red,Beauty Unhyped red lipstick comparison,L0043,lipstick_images/swatches/L0043.jpg,https://www.temptalia.com/wp-content/uploads/2019/10/givenchy_grenat-initie-307_003_swatch.jpg,https://www.temptalia.com/product/givenchy-le-rouge/grenat-initie-307/,Temptalia,1,45.37766399761347,66.27183402543847,44.789474544681866,79.98783041865786,12.826105263157894
YSL,Rouge Pur Couture,146 Paris Stroll,creamy,red,Beauty Unhyped red lipstick comparison,L0044,lipstick_images/swatches/L0044.jpg,https://www.temptalia.com/wp-content/uploads/2020/12/ysl_paris-stroll-146_005_swatch.jpg,https://www.temptalia.com/product/yves-saint-laurent-rouge-pur-couture-spf15-lipstick/paris-stroll-146/,Temptalia,4,47.31671635482936,59.906257630186474,39.277599497711634,71.63441578987653,12.084842105263158
Victoria Beckham Beauty,Posh Lipstick,Fire,glossy,red,Beauty Unhyped red lipstick comparison,L0045,lipstick_images/swatches/L0045.jpg,https://www.cultbeauty.co.uk/images?url=https://static.thcdn.com/productimg/original/13459476-6484911930539118.jpg&format=webp&auto=avif&width=1200&height=1200&fit=cover,https://www.cultbeauty.co.uk/p/victoria-beckham-beauty-posh-lipstick/13323858/?variation=13459476&bvstate=pg:2/ct:r&srsltid=AfmBOor7vlHspRqo0cfpYTAUMZYvZSeWDmy2lcA3fxkfEsGQlG_Y7a4-,Cult Beauty,1,44.89195606100264,54.2274477732924,44.102388445510485,69.89733012500443,47.55048611111111
Glossier Play,Vinylic Lip,Disco,glossy,red,Beauty Unhyped red lipstick comparison,L0046,lipstick_images/swatches/L0046.jpg,,,,4,35.98068026767033,42.842098696984465,31.61404214028522,53.24371400653685,7.312746785461173
